selling_price,fuel,km/year,Rent/Own
1750000,Diesel,14622,1
500000,Diesel,23333,0
2575000,Diesel,9000,1
345000,Petrol,8285,0
220000,Diesel,12500,0
1850000,Petrol,8891,1
585000,Petrol,3500,1
950000,Diesel,7131,1
625000,Petrol,4600,1
1035000,Petrol,5750,1
310000,Petrol,5447,1
600000,Diesel,24925,0
3100000,Diesel,2500,1
650000,Diesel,7093,1
550000,Petrol,9091,0
1260000,Diesel,9805,1
660000,Petrol,9644,1
700000,Petrol,2778,1
235000,Diesel,4631,0
475000,Diesel,10000,0
795000,Diesel,7584,0
8900000,Petrol,2600,1
3200000,Diesel,5000,1
1860000,Petrol,9000,1
4200000,Diesel,9090,1
850000,Petrol,9666,1
585000,Diesel,21360,0
380000,Diesel,10756,0
650000,Diesel,17500,0
600000,Petrol,10000,1
434999,Petrol,4066,1
525000,Diesel,8937,0
4800000,Diesel,6499,1
430000,Diesel,33333,0
900000,Petrol,3675,1
400000,Petrol,12500,0
950000,Petrol,12000,1
220000,Diesel,12500,0
375000,Petrol,5000,1
350000,Petrol,20000,0
1300000,Diesel,10000,1
225000,Diesel,10000,0
930000,Diesel,6666,1
550000,Petrol,25500,0
280000,Petrol,7857,0
360000,Petrol,2000,1
900000,Petrol,3750,1
550000,Diesel,4812,1
775000,Petrol,11666,1
800000,Diesel,12081,0
400000,Diesel,10909,0
500000,Diesel,12000,0
320000,Petrol,11428,0
300000,Diesel,11250,0
650000,Diesel,10000,1
285000,Petrol,4666,1
530000,Diesel,45000,0
1025000,Diesel,9500,1
950000,Diesel,6000,1
725000,Petrol,7494,1
919999,Petrol,10250,1
700000,Diesel,5000,1
725000,Diesel,9000,1
840000,Petrol,7661,1
365000,Petrol,3933,1
665000,Diesel,10188,0
225000,Petrol,4285,0
624000,Diesel,4893,1
500000,Petrol,4166,1
750000,Petrol,4513,1
785000,Diesel,6666,1
225000,Petrol,3000,0
300000,Diesel,20000,0
680000,Diesel,4000,1
700000,Diesel,8000,1
1100000,Diesel,23333,0
550000,Diesel,5486,1
320000,Petrol,7764,0
390000,Petrol,5376,1
550000,Diesel,8318,0
370000,Petrol,6650,0
509999,Diesel,11059,0
450000,Petrol,12123,0
5500000,Diesel,15470,1
550000,Diesel,10197,0
400000,Diesel,5695,0
585000,Diesel,13525,0
500000,Petrol,15000,0
800000,Petrol,5000,1
500000,Diesel,7000,0
350000,Petrol,5000,1
940000,Diesel,11666,0
300000,Petrol,5666,0
550000,Diesel,14500,0
850000,Petrol,4166,1
650000,Petrol,5200,1
365000,CNG,19500,0
650000,Petrol,5200,1
260000,Petrol,5833,0
250000,Petrol,14285,0
225000,Diesel,10000,0
930000,Diesel,6666,1
550000,Petrol,25500,0
280000,Petrol,7857,0
360000,Petrol,2000,1
900000,Petrol,3750,1
550000,Diesel,4812,1
775000,Petrol,11666,1
800000,Diesel,12081,0
400000,Diesel,10909,0
580000,Diesel,17142,0
320000,Petrol,11428,0
300000,Diesel,11250,0
800000,Diesel,15000,0
245000,Diesel,6250,0
300000,Petrol,6666,0
350000,Diesel,20000,0
430999,Petrol,3500,1
335000,Petrol,14000,0
350000,Petrol,12750,0
315000,Petrol,18666,0
1100000,Diesel,17500,0
225000,Petrol,3709,0
4500000,Diesel,20000,1
1151000,Diesel,17000,0
220000,Petrol,5000,0
750000,Petrol,3750,1
784000,Diesel,13333,0
500000,Petrol,12500,0
350000,Petrol,6666,0
1400000,Diesel,16666,1
525000,Petrol,4700,1
930000,Diesel,3000,1
440000,CNG,3525,1
434999,Petrol,4200,1
250000,Petrol,2800,0
940000,Diesel,8750,1
1050000,Diesel,7750,1
825000,Diesel,11600,0
229999,Petrol,2777,0
375000,Petrol,7200,0
640000,Diesel,11125,0
800000,Diesel,17777,0
300000,Petrol,5365,0
440000,Petrol,4666,1
595000,CNG,8085,0
450000,Diesel,13750,0
690000,Diesel,12500,0
300000,Petrol,2500,1
280000,Diesel,13333,0
535000,Diesel,10520,0
520000,Diesel,11714,0
550000,Petrol,4972,1
280000,Diesel,6666,0
225000,Diesel,9750,0
750000,Petrol,8039,1
535000,Petrol,7673,1
1250000,Diesel,4734,1
650000,Petrol,12458,0
295000,Petrol,7169,0
480000,Diesel,11384,0
575000,Diesel,10540,0
509999,Diesel,12000,0
200000,Petrol,7500,0
449000,Diesel,10000,0
426000,Diesel,1000,1
650000,Petrol,1500,1
260000,Diesel,12500,0
260000,Petrol,7500,0
450000,Diesel,6333,1
320000,Diesel,8888,0
650000,Diesel,12333,0
285000,Petrol,10000,0
725000,Petrol,8666,1
625000,Petrol,6000,1
550000,Petrol,4600,1
240000,Petrol,4444,0
600000,Diesel,3857,1
350000,Diesel,7222,0
245000,Petrol,5333,0
927999,Diesel,18000,0
399000,Diesel,9166,0
350000,Diesel,15000,0
250000,Petrol,4166,1
675000,Diesel,8714,0
950000,Diesel,10000,1
409999,CNG,15000,0
225000,Diesel,6000,0
290000,Diesel,7000,0
675000,Diesel,9125,0
421000,Diesel,9857,0
350000,Petrol,769,1
830000,Diesel,13333,1
700000,Diesel,22500,0
530000,Petrol,16229,0
800000,Diesel,12387,1
580000,Petrol,3000,1
300000,Petrol,16950,0
300000,Petrol,6000,0
700000,Diesel,12833,0
500000,Diesel,24000,0
1400000,Diesel,16500,1
500000,Diesel,10000,0
520000,Diesel,11714,0
509999,Diesel,12000,0
556000,Petrol,12000,0
225000,Diesel,17142,0
325000,Diesel,8125,0
365000,Diesel,8125,0
850000,Diesel,14000,0
350000,Diesel,9375,0
225000,Diesel,3571,0
665000,Diesel,112000,0
275000,Petrol,2394,1
2750000,Diesel,10250,1
484999,Diesel,8125,0
565000,Diesel,10833,0
425000,Diesel,7635,0
925000,Diesel,9375,0
565000,Diesel,8000,0
525000,Diesel,9285,0
409999,Petrol,5454,0
570000,Petrol,1666,1
550000,Diesel,11400,0
1250000,Diesel,3295,1
700000,Diesel,12489,0
600000,Diesel,10808,0
925000,Diesel,16899,0
1800000,Diesel,25200,0
565000,Petrol,7666,1
295000,Diesel,9230,0
819999,Diesel,13333,1
819999,Diesel,20000,0
320000,Petrol,6666,0
550000,Diesel,8333,0
590000,Diesel,24500,0
1050000,Diesel,10000,1
950000,Diesel,12500,1
1000000,Diesel,7500,1
500000,Diesel,15000,0
450000,Diesel,17500,0
720000,Diesel,8750,1
500000,Diesel,5000,1
780000,Diesel,12500,1
1225000,Diesel,11666,1
800000,Diesel,23000,0
509999,Petrol,5000,1
465000,Diesel,8333,0
625000,Petrol,13000,0
490000,Diesel,16500,0
880000,Diesel,16000,0
290000,Petrol,6125,0
685000,Diesel,18000,0
300000,Petrol,4166,0
680000,Diesel,11000,1
480000,Diesel,14428,0
630000,Diesel,11000,0
500000,Diesel,16666,0
350000,Diesel,10500,0
425000,Diesel,21250,0
495000,Diesel,17500,0
465000,Diesel,8333,0
625000,Petrol,13000,0
490000,Diesel,16500,0
880000,Diesel,16000,0
290000,Petrol,6125,0
685000,Diesel,18000,0
300000,Petrol,4166,0
680000,Diesel,11000,1
480000,Diesel,14428,0
630000,Diesel,11000,0
500000,Diesel,16666,0
350000,Diesel,10500,0
425000,Diesel,21250,0
495000,Diesel,17500,0
614000,Petrol,1000,1
200000,Petrol,4000,0
290000,Petrol,6500,0
680000,Diesel,20000,0
300000,Diesel,12222,0
740000,Diesel,7500,1
630000,Diesel,8333,1
484999,Petrol,2503,1
999000,Diesel,4960,1
1050000,Diesel,2000,1
3899000,Diesel,7333,1
235000,Petrol,4310,0
200000,Petrol,11666,0
350000,Petrol,2542,1
465000,Diesel,6853,1
1900000,Petrol,5029,1
1000000,Diesel,7500,1
2800000,Diesel,5000,1
470000,Diesel,28333,0
415000,Petrol,5000,1
500000,Diesel,11714,0
400000,Diesel,7777,0
500000,Diesel,15000,0
750000,Diesel,20000,0
600000,Diesel,18888,0
865000,Diesel,18000,0
225000,Petrol,4339,0
